,0,1,2,3,4,5,6,7,8,9,10,11
0,5417,172.44015502929688,163.54856872558594,149.71707153320312,164.82864353507722,0.0008121021661676069,0.0002459878021746687,1040.6912594625705,461.3406368396453,15.186404054584845,5.195821822649881,1
1,100,11.745223999023438,26.306365966796875,34.946807861328125,24.50772689216452,0.0020297137261914002,0.00044383740508620377,297.25089167584315,153.48401253674447,10.588797229160498,3.1205951570419788,-1
2,905,137.4199676513672,158.10955810546875,144.1033172607422,151.7335255815657,0.00042041255350545984,0.00013228021364560387,826.0993423345803,571.6666629825093,15.062836297812941,6.068790552745152,1
3,200,17.526992797851562,24.870849609375,17.085037231445312,22.57839213737364,0.018526878258228463,0.006046071070882036,545.678337605005,267.0514529740244,14.771827593703218,4.730199620722326,-1
4,905,137.4199676513672,158.10955810546875,144.1033172607422,151.7335255815657,0.00042041255350545984,0.00013228021364560387,826.0993423345803,571.6666629825093,15.062836297812941,6.068790552745152,1
5,98,13.339614868164062,29.316787719726562,35.007598876953125,26.83924920645754,0.0015436433402773013,0.00038548772834121926,311.60436226528793,151.49583658684202,11.532143856512516,3.3687110760986894,-1
6,2378,152.8899688720703,166.659912109375,159.78781127929688,162.53975207127817,0.00040053091803563787,0.00015097841105613565,2022.6488823798363,1331.1351315632023,24.24472405480708,10.495514434774716,1
7,288,23.150588989257812,38.03453063964844,38.217681884765625,34.84345993909684,0.0005390208251763584,0.0001901493017632693,701.1656433164128,394.31955888406515,17.290402945492772,5.7880155578159105,-1
8,873,155.06765747070312,169.2714385986328,163.8571319580078,165.1680208114367,0.0003817991025268754,0.0001300208522080781,2221.043037828361,1588.0103423568858,24.753043279618055,11.552443337242517,1
9,136,39.90199279785156,49.75419616699219,45.3297119140625,46.98844532152366,0.00027371191576108117,0.00012483756980184805,799.4511826538261,489.5098085391082,19.86307203949397,7.5156053599598085,-1
10,1225,141.25865173339844,153.61776733398438,148.51377868652344,150.00818368131243,0.0005814557063873876,0.00018689036462259876,1998.6629184132335,1433.3192581183052,21.297588276849307,9.864314507223375,1
11,162,32.26539611816406,44.173126220703125,40.39491271972656,41.07185100863427,0.00029049127989427554,0.0001300548649656917,596.6514360128625,363.7243364208971,17.244640176047245,6.372293737363891,-1
12,1145,150.484130859375,160.72109985351562,151.83363342285156,157.31352951925174,0.00031204146287159814,0.0001141531541198453,2304.1229212564394,1571.0781769937314,26.685847675144274,11.863994067700549,1
